# Location,CB
# Site,F13
# PitID,2
# Date/Local Time,2020-05-12T11:30
# UTM Zone,13N
# Easting (m),328565
# Northing (m),4310813
# Latitude (deg),38.9295
# Longitude (deg),-106.97776
# Slope (deg),8
# Aspect (deg),52
# Air Temp (deg C),6.5
# Total Depth (cm),70
# Surveyors,IH
# Weather,Up clouds
# Precip,None
# Sky,Broken (> 1/2 of sky)
# Wind,Calm
# Ground Condition,Moist
# Ground Roughness,Smooth
# Ground Vegetation,Grass
# Vegetation Depth,25
# Tree Canopy,Closed (>70%)
# Comments:,"Elev: 10,280'"
