# Location,Fraser
# Site,JPL #2
# PitID,COFEJ2
# Date/Local Time,2019-12-03T13:10
# UTM Zone,13N
# Easting (m),424573
# Northing (m),4417710
# Latitude (deg),39.90612
# Longitude (deg),-105.88242
# Slope (deg),0
# Aspect (deg),NaN
# Air Temp (deg C),NaN
# Total Depth (cm),32
# Surveyors,C. Quant
# WISe Serial No,nan
# Weather,"began pit with broken clouds in sky, ended with scattered"
# Precip,None
# Sky,Scattered (1/4 - 1/2 of sky)
# Wind,Calm
# Ground Condition,Frozen
# Ground Roughness,Rough
# Ground Vegetation,Grass
# Vegetation Depth,15
# Tree Canopy,No Trees
# Comments:,"Variable HS, grass, consolidated dense layers  Soil moisture: Delta-T,
Probe A: 4.8%, 4.7%, 1.8%"
