# Location,Fraser
# Site,JPL #2
# PitID,COFEJ2
# Date/Local Time,2020-02-05T12:00
# UTM Zone,13N
# Easting (m),424573
# Northing (m),4417710
# Latitude (deg),39.90612
# Longitude (deg),-105.88242
# Slope (deg),0
# Aspect (deg),NaN
# Air Temp (deg C),-15
# Total Depth (cm),90
# Surveyors,C. Quant
# WISe Serial No,nan
# Weather,precip = snow; intermittent snow (very light to none)
# Precip,Very Light
# Sky,Overcast(complete cover)
# Wind,Calm
# Ground Condition,Frozen
# Ground Roughness,Rough
# Ground Vegetation,"Grass,Shrub"
# Vegetation Depth,"25,10"
# Tree Canopy,No Trees
# Comments:,"No soil moisture measurements.   NOTE: No time was recorded in the
field. 12:00 was assigned as a filler for the purpose of data
preparation and script automation."
