# Location,Grand Mesa
# Site,County Line Tree
# PitID,COGMCT
# Date/Local Time,2020-02-12T10:30
# UTM Zone,12N
# Easting (m),756712
# Northing (m),4324540
# Latitude (deg),39.03224
# Longitude (deg),-108.03431
# Slope (deg),2
# Aspect (deg),45
# Air Temp (deg C),NaN
# Total Depth (cm),99
# Surveyors,C. Hiemstra
# WISe Serial No,WIS009A
# Weather,"very thin, high clouds. Precip=Snow"
# Precip,Light
# Sky,Overcast(complete cover)
# Wind,Light
# Ground Condition,Frozen
# Ground Roughness,Smooth
# Ground Vegetation,Shrub
# Vegetation Depth,25
# Tree Canopy,Open (20-70%)
# Comments:,"Temp start: 10:51 Temp end: 11:11 Placed 2 sticks to mark pit wall.
19-9 and 12-2cm: Deadfall/young-tree voids sampled in profile A.  No
obvious graupel layer in the stratigraphy profile."
